Date,"Taiwan Semiconductor Manufacturing Co., Ltd.",Tokyo Electron Ltd.,NVIDIA Corp.,Intel Corp.,"GLOBALFOUNDRIES, Inc."
2020-02-01 00:00:00+00:00,-0.0018537560362004157,-0.08877551565494357,0.14228324204418663,-0.13154999313732207,
2020-03-01 00:00:00+00:00,-0.11237005987912141,-0.08824190425900569,-0.023373014057918806,-0.02041583172186323,
2020-04-01 00:00:00+00:00,0.1222864410359974,0.14534283933277115,0.108801191427502,0.10827800604195015,
2020-05-01 00:00:00+00:00,-0.052701075791164786,-0.06277254610267491,0.21465735574384803,0.04918292606629571,
2020-06-01 00:00:00+00:00,0.12795535958161408,0.22976749221581128,0.07010851667991891,-0.04389054853269969,
2020-07-01 00:00:00+00:00,0.25192122209193624,0.08925873136256146,0.11811691681403436,-0.20223966579744423,
2020-08-01 00:00:00+00:00,0.004563379381657073,-0.057291671324462556,0.2599921055192873,0.06746277408124812,
2020-09-01 00:00:00+00:00,0.0229656171612036,0.0066297334932277074,0.011663986663353665,0.023192714796547165,
2020-10-01 00:00:00+00:00,0.039879025764179454,0.034638798686956296,-0.07337134883873508,-0.1448436749048735,
2020-11-01 00:00:00+00:00,0.1567904618269349,0.24653119279719338,0.06921179465933602,0.09191496338229777,
2020-12-01 00:00:00+00:00,0.1238919029228871,0.08260492258256913,-0.02585519271012693,0.037898113080826246,
2021-01-01 00:00:00+00:00,0.11915560780416201,0.03671889166398645,-0.004704347842648393,0.11421128365421218,
2021-02-01 00:00:00+00:00,0.03637263627424159,0.09394615003631812,0.05579415851382996,0.0949376162483273,
2021-03-01 00:00:00+00:00,-0.06082266700983441,0.07439730281558221,-0.026705440863157848,0.05936960976288774,
2021-04-01 00:00:00+00:00,-0.00930127976165629,0.0398605698471568,0.12484266427697333,-0.10109389871257735,
2021-05-01 00:00:00+00:00,0.005311014934382907,0.007036390494569389,0.08228136080285986,-0.007126531641841294,
2021-06-01 00:00:00+00:00,0.023858305746204733,-0.011919354417304295,0.23133955871648948,-0.011103524342451987,
2021-07-01 00:00:00+00:00,-0.025570704827007407,-0.0657237719515461,-0.024948083355598394,-0.04310636781537336,
2021-08-01 00:00:00+00:00,0.0203189151469072,0.0516473432774438,0.14800729612396357,0.00632902011928782,
